title,url,ratings,rated,reviews,description,subjects,institutions,instructors,Basic Info,Commitment,Hardware Req,Language,Level,scrape_date
Myocardial Infarction,https://www.coursera.org/learn/infarction,23.0,4.8,8.0,"Cardiovascular diseases are – according to the (World Health Organization (WHO) – the number one cause of death globally. Myocardial infarction (heart attack) is the most prominent under the Cardiovascular diseases. In Switzerland alone, the risk to develop a coronary heart disease during life time is around 25% for men and 18% for women.

Most cardiovascular diseases can be prevented by addressing behavioral risk factors, the understanding of these risk factors, their mechanisms and impact on the cardiovascular system.

In this context our course aims to approach the complex field of myocardial infarction in two respects: medical education and awareness of a broader audience.","['Home', 'Life Sciences', 'Medicine and Healthcare']",Created by:  University of Zurich,"['Taught by:\xa0\xa0Prof. Thomas F. Lüscher, MD, FRCP, FESC, FACC']",,between 2-4 hours/week,,English,Beginner,2018-05-30
Finance For Everyone: Value,https://www.coursera.org/learn/finance-value,23.0,4.7,2.0,"In Value, you will explore the most powerful generator of value in the world – ideas.  Ideas are the engines of productivity, both in the private and public sectors.  You will learn about the universal frameworks that determine how ideas and money interact, leading to the allocation of financial resources.  We will identify components of cash flow for any project, business or venture as the most essential ingredients of value. We also assess the investment techniques used to give life to some ideas while killing others.  This course will help you understand pricing, diversification, uncertainty and even behavioural approaches to dealing with risk.  Using Nobel Prize-winning insights, you will learn how to measure the size of the risk premium and build valuation models. We’ll even connect evidence-based science with common-sense analysis to give you better tools for understanding why values are what they are, and for positioning  yourself more effectively to participate in financial  markets. You will be immersed in case based learning to integrate some of the powerful frameworks introduced in Value.","['Home', 'Business', 'Finance']",Created by:  McMaster University,"['Taught by:\xa0\xa0Arshad Ahmad, Professor']",Course 3 of 5 in the Finance for Everyone Specialization ,"4 weeks of study, 1-2 hours/week",,English,,2018-05-30
Advanced Linear Models for Data Science 2: Statistical Linear Models,https://www.coursera.org/learn/linear-models-2,23.0,4.7,2.0,"Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:

- A basic understanding of linear algebra and multivariate calculus.
- A basic understanding of statistics and regression models.
- At least a little familiarity with proof based mathematics.
- Basic knowledge of the R programming language.

After taking this course, students will have a firm foundation in a linear algebraic treatment of regression modeling. This will greatly augment applied data scientists' general understanding of regression models.","['Home', 'Data Science', 'Probability and Statistics']",Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0Brian Caffo, PhD, Professor, Biostatistics']",,"6 weeks of study, 1-2 hours/week",,English,Advanced,2018-05-30
Capstone:  Create Value from Open Data,https://www.coursera.org/learn/strategic-business-analytics-capstone,23.0,3.7,6.0,"The Capstone project is an individual assignment.
Participants decide the theme they want to explore and define the issue they want to solve. Their “playing field” should provide data from various sectors (such as farming and nutrition, culture, economy and employment, Education & Research, International & Europe, Housing, Sustainable, Development & Energies, Health & Social, Society, Territories & Transport). Participants are encouraged to mix the different fields and leverage the existing information with other (properly sourced) open data sets.

Deliverable 1 is the preliminary preparation and problem qualification step. The objectives is to define the what, why & how. What issue do we want to solve? Why does it promise value for public authorities, companies, citizens? How do we want to explore the provided data? 

For Deliverable 2, the participant needs to present the intermediary outputs and adjustments to the analysis framework. The objectives is to confirm the how and the relevancy of the first results. 

Finally, with Deliverable 3, the participant needs to present the final outputs and the value case. The objective is to confirm the why. Why will it create value for public authorities, companies, and citizens.

Assessment and grading: the participants will present their results to their peers on a regular basis. An evaluation framework will be provided for the participants to assess the quality of each other’s deliverables.","['Home', 'Business', 'Business Strategy']",Created by:  ESSEC Business School,"['Taught by:\xa0\xa0Nicolas Glady , Associate professor, at ESSEC Business School']",Course 4 of 4 in the Strategic Business Analytics Specialization ,,,English,,2018-05-30
Genomic Data Science Capstone,https://www.coursera.org/learn/genomic-data-science-project,23.0,4.5,9.0,"In this culminating project, you will deploy the tools and techniques that you've mastered over the course of the specialization. You'll work with a real data set to perform analyses and prepare a report of your findings.","['Home', 'Data Science', 'Data Analysis']",Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0Jeff Leek, PhD, Associate Professor, Biostatistics', 'Taught by:\xa0\xa0Kasper Daniel Hansen, PhD, Assistant Professor, Biostatistics and Genetic Medicine']",Course 8 of 8 in the Genomic Data Science Specialization ,"8 weeks of study, 2-4 hours/week",,English,,2018-05-30
Developing Android Apps with App Inventor,https://www.coursera.org/learn/app-inventor-android,23.0,4.4,4.0,"The course will give students hands-on experience in developing interesting Android applications. No previous experience in programming is needed, and the course is suitable for students with any level of computing experience. MIT App Inventor will be used in the course. It is a blocks-based programming tool that allows everyone, even novices, to start programming and build fully functional apps for Android devices. Students are encouraged to use their own Android devices for hands-on testing and exploitation.","['Home', 'Computer Science', 'Mobile and Web Development']",Created by:  The Hong Kong University of Science and Technology,"['Taught by:\xa0\xa0Kenneth W T Leung, Lecturer']",,,,English,Beginner,2018-05-30
Strategies for Teaching Perfect Tenses and Modals,https://www.coursera.org/learn/teaching-verb-tenses-modals,23.0,4.6,5.0,"This is the first course in the Teach English: Intermediate Grammar specialization. In this course, you will learn about teaching important intermediate verb tenses, including present perfect, present perfect progressive, past perfect, and past perfect progressive. You will also learn about teaching common modal verbs used in English. Finally, you will have opportunities to practice the skills you learn by creating sample assignments and recording short videos of your teaching demonstrations. This course is designed for teachers or those wanting to become teachers who have a solid understanding of English grammar and want to improve their skills of teaching that grammar to others. 

Please note that the free version of this class gives you access to all of the instructional videos and handouts. The peer feedback and quizzes are only available in the paid version.","['Home', 'Language Learning', 'Learning English']","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Tamy Chapman, Instructor, International Programs', 'Taught by:\xa0\xa0Emily Wong, Instructor, International Programs', 'Taught by:\xa0\xa0Brad Gilpin']",Course 1 of 4 in the Teach English: Intermediate Grammar Specialization ,3-4 hours/week for 4 weeks,You will need a smartphone or videocamera to make short videos demonstrating your teaching skills.,"English, Subtitles: Catalan",Intermediate,2018-05-30
3D Interaction Design in Virtual Reality,https://www.coursera.org/learn/3d-interaction-design-virtual-reality,23.0,4.7,3.0,"This course will teach you about one of the most important aspects of VR, how you interact with a VR world. Virtual Reality is completely different from an on screen app or game. You are completely immersed in a VR world, so it doesn't make sense to interact only through buttons or menus. You will get the most out of VR if you can interact with the world just as you would with the real world: with your natural body movements. You will learn about the basic concepts and technologies of VR Interaction. You will then get hands on, learning about how to move around in VR and how to interact with the objects in your world. The course will finish with some advice from experts on VR interaction design and you will do a project where you will get real experience of developing VR Interaction.","['Home', 'Computer Science', 'Design and Product']","Created by:  University of London, Goldsmiths, University of London","['Taught by:\xa0\xa0 Dr Sylvia Xueni Pan,  Lecturer, Department of Computing  ', 'Taught by:\xa0\xa0Dr Marco Gillies, Senior Lecturer']",Course 3 of 5 in the Virtual Reality Specialization ," 4 weeks of study, 3-5 hours/week","You will need a virtual reality device, e.g. a smartphone VR device, Oculus Rift or HTC VIVE",English,Intermediate,2018-05-30
Healthcare Marketplace Capstone,https://www.coursera.org/learn/healthcare-marketplace-capstone,23.0,4.7,7.0,"In the Healthcare Marketplace specialization capstone course, key skills are engendered from the four prior courses to create an original medical innovation valuation.  

The first course in the specialization teaches the learner to size a population or market.  The second course teaches whether the clinician will or will not find value from deploying a new innovation.  The third course identifies the competitive landscape of medical technology innovations to compete or complement.  The fourth course, teaches how to put a monetary value on the improvement in health resulting from a new innovation.  The summary of these elements creates a document of high strategic value where the learner has demonstrated not only an understanding of the marketplace but what is required for the marketplace to advance. This is what is accomplished during the Healthcare Marketplace capstone experience.","['Home', 'Business', 'Finance']",Created by:  University of Minnesota,"['Taught by:\xa0\xa0Stephen T Parente, Professor']",Course 5 of 5 in the Healthcare Marketplace Specialization ,"5 weeks of study, 3-5 hours/week",,English,,2018-05-30
Formal Financial Accounting,https://www.coursera.org/learn/formal-financial-accounting,23.0,4.5,7.0,"This course builds upon what you learned in Financial Accounting: Foundations and Financial Accounting: Advanced Topics and introduces you to formal foundations of financial accounting. The main purpose of the course is to familiarize you with technical terms in financial accounting, such as debit, credit and T-account. While knowledge on technical aspects of financial accounting is not necessary to understand and interpret financial statements, this knowledge is critical to be able to understand advanced topics in accounting. Formal Financial Accounting is a prerequisite course for the University of Illinois' iMSA program and the terminology we will cover will be used throughout the courses in iMSA program.

The University of Illinois at Urbana-Champaign, consistently ranked as one of the nation's top three accounting programs, now offers a master’s in accounting at a very affordable tuition rate and is completely online. The iMSA is a full Master of Accountancy program and students graduate with a highly recognized master degree. Try an open course or two, then apply for admission into the credit-bearing version, as you may be eligible to take credit-bearing courses during the application process. If you are missing any prerequisites for the full degree, you can complete Coursera courses to demonstrate readiness and strengthen your application for the iMSA. For more information on this exciting online master's in accounting program, refer to this link: https://www.coursera.org/university-programs/imsa ","['Home', 'Business', 'Business Essentials']",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Oktay Urcan, Associate Professor of Accountancy']",,3-5 hours/week,,English,Intermediate,2018-05-30
Finance for Everyone: Debt,https://www.coursera.org/learn/finance-debt,23.0,4.6,,"In Debt, we take on one of the most challenging financial questions that remains unresolved: How much to borrow? We start by demonstrating why using debt has always been and continues to be a great temptation, particularly when borrowing costs are historically low. We identify conditions for selecting the optimal amount of debt for a corporation looking to maximize its value.  You’ll become fluent in related concepts like norms and benchmarks. You will explore these and other factors that influence debt for individuals and for public sector organizations -including governments, who are the largest consumers of debt. Like pollution, debt creates systemic risks even for the people and organizations that don’t create it. This course discusses the imperative of limiting and reducing debt and the costs to all of us if we don’t. We build on case based learning giving you opportunities  to interpret, uncover and acquire financial information that is often hidden or missing. We also summarize important threads from previous courses to give you a deep and cohesive understanding of when debt works for you and when it becomes your worst enemy.","['Home', 'Business', 'Finance']",Created by:  McMaster University,"['Taught by:\xa0\xa0Arshad Ahmad, Professor']",Course 4 of 5 in the Finance for Everyone Specialization ,"4 weeks of study, 1-2 hours/week",,English,,2018-05-30
Planning a Patient Safety or Quality Improvement Project (Patient Safety III),https://www.coursera.org/learn/patient-safety-project-planning,23.0,4.7,,"This course provides students with a set of tools and methodologies to plan and initiate a Problem Solving or Quality Improvement project.  The first module presents methods for selecting, scoping and structuring a project before it is even initiated. It also introduces the project classifications of implementation and discovery. The second module describes the A3 problem solving methodology and the tool itself. Further in that same module, the student is shown tools to identify problems in flow, defects, and waste and to discover causes, brainstorm, and prioritize interventions. Module 3 shows a methodology within the implementation class. These methods are designed to overcome emotional and organizational barriers to translating evidence-based interventions into practice.  The fourth and last module looks at one more way to approach improvement projects in the discovery class.  These tools are specifically for new, out-of-the-box design thinking.","['Home', 'Life Sciences', 'Medicine and Healthcare']",Created by:  Johns Hopkins University,['Taught by:\xa0\xa0Bob Hody'],Course 3 of 7 in the Patient Safety Specialization ,,,English,,2018-05-30
China’s Economic Transformation Part 1: Economic Reform and Growth in China,https://www.coursera.org/learn/econtransform1,23.0,4.8,10.0,"In 1978, after nearly 30 years of socialist planning under Mao Zedong, China was one of the world’s poorest countries, saddled with an inefficient, inward-looking economy. Today, China is an upper-middle income country and the world’s largest trading nation, contributing more to global economic growth than any other nation. How could such a remarkable transformation take place? 

This course will examine in detail the reforms that have contributed to China’s economic development and the current challenges facing the Chinese economy. After completing this course, you will be able to: 
- describe the origin and consequences of China’s key economic reforms since 1978; 
- explain how features of China’s fiscal and financial systems have impacted development outcomes; 
- assess the extent to which China has integrated itself into the global economy and the consequences of such integration for China and other countries;
- explain the importance of different sources of economic growth during different periods since 1978; and 
- critically assess the economic and policy challenges facing China going forward.

This course does not offer certificate at the moment. 

Course Overview video: https://youtu.be/YBkhpvWUoIw","['Home', 'Social Sciences', 'Economics']",Created by:  The Hong Kong University of Science and Technology,"['Taught by:\xa0\xa0Albert Park, Director of the Institute for Emerging Market Studies, Chair Professor of Social Science and Professor of Economics']",,"6 weeks of study, 2-3 hours/week",,English,,2018-05-30
Survey analysis to Gain Marketing Insights,https://www.coursera.org/learn/survey-analysis-marketing-insights,23.0,4.3,3.0,"How do consumers see your brand relative to your competitors? How should a new product be positioned when it’s launched? Which customer segments are most interested in our current offerings? For these questions and many others, surveys remain the tried and true method for gaining marketing insights. From one-off customer satisfaction surveys to brand tracking surveys that are administered on a continuous basis, they provide the information that marketers need to understand how their products, services and brands are seen by consumers. In Analytic Methods for Survey Data, learners will become familiar with established statistical methods for converting survey responses to insights that can support marketing decisions. Techniques discussed include factor analytics, cluster analysis, discriminant analysis and multi-dimensional scaling. These techniques are presented within the STP (Segmentation, Positioning, Targeting) Framework, enabling learners to apply the analytic techniques to develop a marketing strategy. It is recommended that you complete the Meaningful Marketing Insights course offered by Coursera before taking this course. 

Note: This course would require using XL Stat, an Excel Add-on that students would need to purchase. XL Stat offers a 30-day free trial, so students could complete this course without incurring additional expense.","['Home', 'Business', 'Marketing']",Created by:  Emory University,"['Taught by:\xa0\xa0David Schweidel, Associate Professor of Marketing']",Course 4 of 6 in the Foundations of Marketing Analytics Specialization ,,,English,,2018-05-30
Introduction to Social Media Analytics,https://www.coursera.org/learn/social-media-analytics-introduction,23.0,4.4,2.0,"Social media not only provides marketers with a means of communicating with their customers, but also a way to better understand their customers. Viewing consumers’ social media activity as the “voice of the consumer,” this session exposes learners to the analytic methods that can be used to convert social media data to marketing insights. In Introduction to Social Media Analytics, learners will be exposed to both the benefits and limitations of relying on social media data compared to traditional methods of marketing research. Partnering with a leading social media listening platform, this course provides learners with the foundational skills of social media listening including the creation of monitors and common social media metrics. Moving beyond social media listening, this course shows learners how social media data can be used to provide insights into market structure and consumers’ perceptions of the brand.  Learners will have the opportunity to assess data and discern how to ""listen"" to the data by watching video lectures and completing activities, practice quizzes, discussion boards, and peer assessments.","['Home', 'Business', 'Marketing']",Created by:  Emory University,"['Taught by:\xa0\xa0David Schweidel, Associate Professor of Marketing']",Course 5 of 6 in the Foundations of Marketing Analytics Specialization ,,,English,,2018-05-30
Public Relations Capstone,https://www.coursera.org/learn/pr-capstone,23.0,4.7,4.0,"The capstone project will be a strategic plan. Students will be given a specific problem and will be asked to conduct a situation analysis based on research, which will then serve as the basis of the strategic plan outlining the objectives and specific communication strategies for addressing the problem.

The project will test the knowledge of students in basic principles of public relations, public relations research, strategy and new media, asking students to come up with a strategic plan. The strategic plan will be the roadmap for a public relations campaign and will integrate the key concepts offered through the four courses.","['Home', 'Business', 'Marketing']",Created by:  National University of Singapore,"['Taught by:\xa0\xa0Mohan Dutta, Professor, Head of Communications and New Media', 'Taught by:\xa0\xa0Iccha Basnyat, Assistant Professor', 'Taught by:\xa0\xa0Tracy Loh, Visiting Fellow']",Course 5 of 5 in the Public Relations For Digital Media Specialization ,"5 weeks of study, 3-5 hours/week",,English,,2018-05-30
The Meat We Eat,https://www.coursera.org/learn/meat-we-eat,23.0,4.7,6.0,"The Meat We Eat is a course designed to create a more informed consumer about the quality, safety, healthfulness and sustainability of muscle foods and address current issues in animal agriculture in developed and developing countries.","['Home', 'Physical Science and Engineering', 'Environmental Science and Sustainability']",Created by:  University of Florida,"['Taught by:\xa0\xa0Chad Carr, Ph.D.']",,,,English,,2018-05-30
Combining and Analyzing Complex Data,https://www.coursera.org/learn/data-collection-analytics-project,22.0,4.3,4.0,"In this course you will learn how to use survey weights to estimate descriptive statistics, like means and totals, and more complicated quantities like model parameters for linear and logistic regressions.  Software capabilities will be covered with R® receiving particular emphasis.  The course will also cover the basics of record linkage and statistical matching—both of which are becoming more important as ways of combining data from different sources.  Combining of datasets raises ethical issues which the course reviews.  Informed consent may have to be obtained from persons to allow their data to be linked. You will learn about differences in the legal requirements in different countries.","['Home', 'Data Science', 'Data Analysis']","Created by:  University of Maryland, College Park","['Taught by:\xa0\xa0Richard Valliant, Ph.D., Research Professor']",Course 6 of 7 in the Survey Data Collection and Analytics  Specialization ,,,English,,2018-05-30
3D Model Creation with Autodesk Fusion 360,https://www.coursera.org/learn/3d-model-creation-fusion-360,22.0,4.8,3.0,"Design is the first phase in the digital manufacturing process. In this course, through a series of lectures and hands-on lessons, we’ll examine a designer’s approach to the design and manufacturing process—from concept to 3D model. We’ll start by applying design thinking to understand user needs, and then we’ll explore design criteria as we dive deeper into Autodesk® Fusion 360™ sketching, modeling, rendering, and documentation features.","['Home', 'Physical Science and Engineering', 'Mechanical Engineering']",Created by:  Autodesk,['Taught by:\xa0\xa0Autodesk Education'],Course 3 of 5 in the CAD and Digital Manufacturing Specialization ,4 weeks of study,You'll need to download Autodesk Fusion 360 onto a laptop or desktop computer.,English,Advanced,2018-05-30
Epidemics,https://www.coursera.org/learn/hkuepidemics,22.0,4.7,,"“If history is our guide, we can assume that the battle between the intellect and will of the human species and the extraordinary adaptability of microbes will be never-ending.” (1)

Despite all the remarkable technological breakthroughs that we have made over the past few decades, the threat from infectious diseases has significantly accelerated. In this course, we will learn why this is the case by looking at the fundamental scientific principles underlying epidemics and the public health actions behind their prevention and control in the 21st century.

This course covers the following four topics:

1. Origins of novel pathogens;
2. Analysis of the spread of infectious diseases;
3. Medical and public health countermeasures to prevent and control epidemics;
4. Panel discussions involving leading public health experts with deep frontline experiences to share their views on risk communication, crisis management, ethics and public trust in the context of infectious disease control. 

In addition to the original introductory sessions on epidemics, we revamped the course by adding:
- new panel discussions with world-leading experts; and
- supplementary modules on next generation informatics for combating epidemics.

--------------------------------------------------------
(1) Fauci AS, Touchette NA, Folkers GK. Emerging Infectious Diseases: a 10-Year Perspective from the National Institute of Allergy and Infectious Diseases. Emerg Infect Dis 2005 Apr; 11(4):519-25.

What you'll learn
- Demonstrate knowledge of the origins, spread and control of infectious disease epidemics
- Demonstrate understanding of the importance of effective communication about epidemics
- Demonstrate understanding of key contemporary issues relating to epidemics from a global perspective","['Home', 'Life Sciences', 'Medicine and Healthcare']",Created by:  The University of Hong Kong,"['Taught by:\xa0\xa0Gabriel M. Leung (HKU), Dean', 'Taught by:\xa0\xa0Joseph T. Wu (HKU), Associate Professor', 'Taught by:\xa0\xa0Kwok-Yung Yuen (HKU), Professor', 'Taught by:\xa0\xa0Tommy Lam (HKU), Assistant Professor', 'Taught by:\xa0\xa0Maria Huachen Zhu (HKU), Associate Professor', 'Taught by:\xa0\xa0Guan Yi (HKU), Chair Professor', 'Taught by:\xa0\xa0Benjamin Cowling (HKU), Professor', 'Taught by:\xa0\xa0Thomas Abraham (HKU), Associate Professor', 'Taught by:\xa0\xa0Mark Jit (LSHTM), Professor', 'Taught by:\xa0\xa0Malik Peiris (HKU), Chair Professor', 'Taught by:\xa0\xa0Marc Lipsitch (Harvard), Professor']",,"10 weeks of study, 2-3 hours/week",,"English, Subtitles: Chinese (Traditional), Chinese (Simplified)",Beginner,2018-05-30
Intermediate Grammar Project,https://www.coursera.org/learn/intermediate-grammar-capstone,22.0,4.6,6.0,"If you have taken the three courses in this specialization, you have learned a lot of grammar in the last few months. This will be a big help to your studies or your career. This capstone project will help you process what you've learned and help you remember it forever. You will create a grammar scrapbook of the difficult or interesting English grammatical structures that you studied in the specialization. You will choose a multi-media tool of your choice, such as video or e-book, to showcase proper use of the grammar. You will also give authentic examples of the grammar found in articles, movies, or songs to make the scrapbook interesting. This will be a scrapbook that you can keep with you long after this specialization ends.","['Home', 'Language Learning', 'Learning English']","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Tamy Chapman, Instructor, International Programs', 'Taught by:\xa0\xa0Brad Gilpin']",Course 4 of 4 in the Learn English: Intermediate Grammar Specialization ,"6 weeks of study, 3-4 hours/week",You will be required to make a video or other electronic project and share it.,English,Intermediate,2018-05-30
Information & Digital Literacy for University Success,https://www.coursera.org/learn/digital-literacy,22.0,4.4,9.0,"This Specialization is aimed at preparing students for undergraduate study in an English-speaking university. The course equips you for full participation and engagement with your studies by building awareness and understanding of the core values and expectations of academic culture, and providing you with practical strategies to apply to your studies. In this course, you will learn how to develop your Information & Digital Literacy Skills to help you achieve success in your university studies.  After completing this course, you will be able to:

1.	Access and search for information efficiently and effectively using a variety of digital tools. 

2.	Critically evaluate the reliability of sources for an academic context.

3.	Filter, manage and organize information from a wide variety of sources for use in academic study.

4.	Demonstrate awareness of ethical issues related to academic integrity surrounding the access and use of information.

5.	Understand how to use digital tools for referencing and attribution in order to avoid plagiarism.

6.	Understand how to disseminate and communicate information in a professional way, including managing digital identity and building networks for learning and research.","['Home', 'Social Sciences', 'Education']",Created by:  The University of Sydney,"['Taught by:\xa0\xa0Katherine Olston, Deputy Director (Digital Learning)']",Course 1 of 5 in the Academic Skills for University Success Specialization ,"6 weeks of study, 2-4 hours/week",,English,Beginner,2018-05-30
ART of the MOOC: Public Art and Pedagogy,https://www.coursera.org/learn/public-art-pedagogy,22.0,4.7,3.0,"Students of this course may try their hand at their own public art interventions, or simply focus on learning from the theory of public practice and its recent history. Designed by artist and Duke professor, Pedro Lasch, and co-taught by Creative Time artistic director, Nato Thompson, this course presents public culture and art in their radically reinenvented contemporary forms. The lectures link major developments of recent decades to wider topics like spatial politics, everyday social structures, and experimental education. 

Also included are guest presentations from key thinkers and practitioners, like: Tania Bruguera, Claire Doherty, Tom Finkelpearl, Hans Haacke, Shannon Jackson, Suzanne Lacy, Rick Lowe, and many more. As the ‘ART of the MOOC’ title implies, learners and participants are encouraged to treat the MOOC itself as a public art medium. This happens mostly through the course’s practical components, local project productions, global exchanges, and critical feedback.

While no prior art making experience is required, projects also offer challenging options for advanced learners.

For other course offerings or language versions in this series, just search 'ART of the MOOC' in the Coursera catalog.","['Home', 'Arts and Humanities', 'Music and Art']","Created by:  Duke University, Creative Time ","['Taught by:\xa0\xa0Pedro Lasch, Visual Artist and Associate Research Professor', 'Taught by:\xa0\xa0Nato Thompson, Chief Curator ']",,,,"English, Subtitles: Spanish",,2018-05-30
Classics of Chinese Humanities: Guided Readings,https://www.coursera.org/learn/classics-chinese-humanities,22.0,4.5,9.0,"An introductory yet trenchant exploration of select Chinese classic texts that cover the domains of classical literature, history, philosophy, and fine arts.","['Home', 'Arts and Humanities', 'Music and Art']",Created by:  The Chinese University of Hong Kong,"['Taught by:\xa0\xa0Prof. Ou Fan Leo Lee 李歐梵, Sin Wai Kin Professor of Chinese Culture']",,,,English,,2018-05-30
Mastering Software Development in R Capstone,https://www.coursera.org/learn/r-capstone,22.0,4.1,4.0,R Programming Capstone,"['Home', 'Data Science', 'Data Analysis']",Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0Roger D. Peng, PhD, Associate Professor, Biostatistics', 'Taught by:\xa0\xa0Brooke Anderson, Assistant Professor, Environmental & Radiological Health Sciences']",Course 5 of 5 in the Mastering Software Development in R Specialization ,,,English,Intermediate,2018-05-30
Subsistence Marketplaces,https://www.coursera.org/learn/subsistence-marketplaces,22.0,4.5,7.0,"The foundation for this course lies with unique synergies between pioneering research, teaching, and social initiatives through the Subsistence Marketplaces Initiative. Unique to this approach is a bottom-up understanding of the intersection of poverty and the marketplace.

The goals of this course are to help you develop an understanding of marketplace activity in the radically different context of subsistence where much of humanity resides and survives, and for you to design solutions that can be implemented by individuals, businesses, and social enterprises through economically, ecologically, and socially sustainable products for subsistence marketplaces.","['Home', 'Business', 'Leadership and Management']",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Madhu Viswanathan, Diane and Steven N. Miller Professor in Business']",,,,English,Beginner,2018-05-30
Research kitchen,https://www.coursera.org/learn/research-kitchen,22.0,4.5,6.0,"The research kitchen is a unique format that we have developed extra for you: curious learners interested in competitive strategy and organization design yearning for a first glimpse into the world of research. It is voluntary and ""just for fun"" - so please, go on and have a look! 

Different to other courses of our specialization Competitive Strategy and Organization Design it is comprised of brief paper sessions rather than modules. For a change, you will experience the instructor Tobias Kretschmer at the whiteboard of his very own institute at LMU Munich. Here he will summarize key findings of recent research papers on topics relating to the three courses Competitive Strategy, Advanced Competitive Strategy and Strategic Organization Design. Topics that researchers today are working on to enhance the knowledge of tomorrow. We hope you enjoy this innovative format and possibly even find some inspiration and motivation for your own future research.","['Home', 'Business', 'Business Strategy']",Created by:  Ludwig-Maximilians-Universität München (LMU),"['Taught by:\xa0\xa0Tobias Kretschmer,   Professor']",,Low,,English,Beginner,2018-05-30
Planet Earth...and You!,https://www.coursera.org/learn/planet-earth,22.0,4.7,10.0,"Earthquakes, volcanoes, mountain building, ice ages, landslides, floods, life evolution, plate motions—all of these phenomena have interacted over the vast expanses of deep time to sculpt the dynamic planet that we live on today.  Planet Earth presents an overview of several aspects of our home, from a geological perspective.  We begin with earthquakes—what they are, what causes them, what effects they have, and what we can do about them. We will emphasize that plate tectonics—the grand unifying theory of geology—explains how the map of our planet's surface has changed radically over geologic time, and why present-day geologic activity—including a variety of devastating natural disasters such as earthquakes—occur where they do.  We consider volcanoes, types of eruptions, and typical rocks found there. Finally, we will delve into the processes that produce the energy and mineral resources that modern society depends on, to help understand the context of the environment and sustainability challenges that we will face in the future.","['Home', 'Physical Science and Engineering', 'Environmental Science and Sustainability']",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Dr. Stephen Marshak, Professor and Director of the School of Earth, Society, and Environment', 'Taught by:\xa0\xa0Dr. Eileen Herrstrom, Lecturer']",,"5 weeks of study, 6-8 hours/week",,English,Beginner,2018-05-30
Wind resources for renewable energies,https://www.coursera.org/learn/wind-for-renewable-energies,22.0,3.9,11.0,"The main goal of this course is to get the necessary knowledge on atmospheric and fluid dynamics in order to quantify the wind resource of a local or regional area. 

We’ll learn about basic meteorology, the specific dynamics of turbulent boundary layers and some standard techniques to estimate wind resources regardless of the type of turbine used or the level of efficiency achieved. Then, we will see what are the turbines characteristics to consider in order to estimate the electricity production from an isolated turbine or from a turbine farm. The differences and similarity between wind or marine resource assessment will also be discussed.

Finally, you will have the opportunity to get hands-on experience with real in-situ data sets and apply what you have learned on wind resource assessment.","['Home', 'Physical Science and Engineering', 'Environmental Science and Sustainability']",Created by:  École Polytechnique,"['Taught by:\xa0\xa0Alexandre Stegner, Professeur Chargé de Cours', 'Taught by:\xa0\xa0Pr. Philippe Drobinski', 'Taught by:\xa0\xa0Riwal Plougoven, Professeur Chargé de Cours', 'Taught by:\xa0\xa0Martial Haeffelin, Senior Research Scientist']",,4 weeks with approximately 2-4h per week and a final project,,English,Intermediate,2018-05-30
Science & Religion 101,https://www.coursera.org/learn/science-and-religion-101,21.0,4.2,7.0,"This course examines the nature of both science and religion and attempts to explore the possible relationships between them. The primary purpose is to dispel the popular myth that science and religion are entrenched in a never-ending conflict. As a result, this course argues that if the limits of both science and religion are respected, then their relationship can be complementary.

Topics include: Science and Religion Categories and Foundational Principles, Definitions of Science and Religion, Science-Religion Models and Relationships, Intelligent Design and Natural Revelation, the Galileo Affair, Geology and Noah’s Flood, Evolution and Darwin’s Religious Beliefs, the Modern “Evolution” vs. “Creation” Debate, the Problem of Evil, and Interpretations of the Biblical Accounts of Origins in Genesis 1-11.

The course employs a Constructive Teaching Style in order that students can develop their personal views on the relationship between science and religion and on each of the topics listed above.

St. Joseph's College is a Catholic, undergraduate, liberal arts college on the University of Alberta campus. It is an independent institution that is affiliated with the University of Alberta.","['Home', 'Arts and Humanities', 'Philosophy']",Created by:  University of Alberta,"['Taught by:\xa0\xa0Denis Lamoureux, Associate Professor']",,,,English,,2018-05-30
